product_name,review_text,rating,tags,flan-t5-xl-JDG-T-101-qlora,mistral-7b-instruct-v0.2-JDG-210,gpt-3.5-turbo-0125:personal:review-tags-jdg001,llama-2-7b-chat-JDG-211-checkpoint-650,Flan-t5-xl Disagrees,Mistral Disagrees,GPT3.5 Disagrees,Llama Disagrees,3 Judges Agree,Unanimous,At least 3 judges,Validate 3 Judges,Validate Unanimous,No agreement – Human labelled,Set 1 – 3 Judges + Human Labels,Set 2 – Unanimous + Human Labels,Set 3 – Combined Human Labelled,validation,design,value,performance,quality,none,non-review
Curling Brush / Iron,"relaxed body. Nice product, doesn't give as tight a curl as and iron does but does lift the hair.",5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Amazon Fire Tablet,Regret this buy. About the only thing this is good for is reading.  Battery life isn't good.  When looking at a web page cannot zoom in to see items clearer.  I wish I would have spent the extra month for a better tablet.,2,,"[""performance"",""quality""]","[""performance"",""value""]","[""performance"",""value""]","[""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Amazon Smart Plug,Recommended. Super happy and got it on promo! Would recommend,5,,"[""value""]","[""value""]","[""value""]","[""recommend""]",,,,"[""value""]","[""value""]",,"[""value""]",,,,"[""value""]",,,0,0,1,0,0,0,0
Coffee Filter,Recommended. No issues with the size of the filter. It fitted as expected and even better than the original,4,,"[""design"",""quality""]","[""design""]","[""performance""]","[""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Amazon Fire TV Stick,recommended by Jupiter TV. I will be attaching this to my main television so we can test Jupiter TV. This fire stick was highly recommended by that company and they even sell it on their site.,4,,"[""non-review""]","[""non-review""]","[""non-review""]","[""non-review""]",,,,,,"[""non-review""]","[""non-review""]",,,,"[""non-review""]","[""non-review""]",,0,0,0,0,0,0,1
Amazon Echo Show,Recipes. Having recipes displayed making cooking so much easier.,5,,"[""performance""]","[""performance""]","[""performance""]","[""design""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Cotton Rounds,"Received different brand. Like other reviews have showed I received a different brand than when I first ordered these, the ones I first ordered were great, didn’t leave any cotton on face, the ones I received the second time were the worst I’ve ever used, fell apart and leaves bits of cotton all over my face. Seems like a bait and switch...",1,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Hair Clips,Reasonably Priced Clips. I didn't like the weird clicking sound when clipping my wet hair so I can put conditioner onto my hair.<br />Although the clips easily open for me since my hands are slightly arthritic.<br />Recent note: I slept with them on with minimal discomfort!! 💜💜💜👄👄,4,,"[""design"",""performance"",""value""]","[""quality""]","[""design"",""performance""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Curling Brush / Iron,Really like this. Can't find this large barrel in stores. Really like this.  Can't find this large barrel in stores...it's perfect to give soft curls to curly shoulder length hair.,5,,"[""performance""]","[""performance""]","[""design"",""performance""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Pain Relief Cream,"Really happy with this brand of DMSO. Really happy with this brand of DMSO, because it doesn't stink.<br />I have heard that it is because of the rose that it is blended with.<br /><br />Good Stuff!",5,,"[""quality""]","[""none""]","[""design""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Coffee Maker,"Really good coffee. This product makes great coffee, easy to use. It's a bit of a hassle than just turning your coffee machine on but worth it.",5,,"[""design"",""performance""]","[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Contact Lens Solution,Really expensive. This stuff is good; it makes my contacts feel more comfortable and certainly keeps them cleaner. But this stuff is so damned expensive! It probably cost pennies to make and they run up the price because they have market share. With the way you have to use the product you run out of it super quickly and realize you've just blown $15 on a few weeks worth of contact cleaner. Crazy!,3,,"[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]","[""design"",""value""]",,,,"[""performance"",""value""]","[""performance"",""value""]",,"[""performance"",""value""]",,,,"[""performance"",""value""]",,,0,0,1,1,0,0,0
Stain Remover,"Really  remove stains. Took all stains out off clothes, then other brands",5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Hair Spray Bottle,"reallly cool. I love this idea. however it is not continuous as in will spray as long as press down it is continuous for long spurts, then you press again for a long burst. But not like as long as finger on trigger it sprays..... but still like so far.",4,,"[""design"",""performance""]","[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Dishwasher Magnet,"Read this before you use it. Before you put it on your dishwasher you need to cover the magnet with saran wrap or you'll get rust spots on your dishwasher.<br /><br />But, I mean, it works well. Slides back and forth.",2,,"[""design"",""performance""]","[""quality""]","[""performance""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Earbuds,Randomly disconnects. Randomly disconnects.,3,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Soft Tissues,"Quite powdery. I sincerely believe that these make me sneeze more as a result of the dust getting into my nose! If you're not sensitive like me, you may still like these since they are quite soft.",3,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Necklace,questionable. A little disappointed. I think it is the round stone that I wasn't crazy about.,3,,"[""none""]","[""design""]","[""design""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Amazon Fire TV Stick,"Questionable purchase. after 9 months both Firesticks will not work, no matter what we do.",2,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Soft Tissues,Quality. Kleenex will never measure up to Puffs plus lotion.  I had to order Kleenex during the run on paper products,1,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Cotton Rounds,Quality. Good,3,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Kitchen Tools,Quality. Easy to install,5,,"[""design""]","[""design"",""quality""]","[""quality""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Peppermint Oil,"Quality this time is low. I've gotten this lol from this brand before and love it. I use it on my face as my sole product, and my skin is radiant.<br /><br />This time, though, the product is unsatisfactory. It smells and looks like rancid almond oil. It does not have the color or smell of pumpkin seed oil in the least.",2,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Echo Dot,Pure trash. A terrible device. Pay walls for a lot of things like music even though I have prime.<br /><br />It can't understand most requests. Do not buy it.,1,,"[""performance""]","[""performance"",""value""]","[""performance""]","[""performance""]",,"[""performance""]",,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Peppermint Oil,Pure Frankinscent essential organic oi;. EXCELLENT. Very nice and smells okay and I love it.,5,,"[""none""]","[""none""]","[""design""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Glycerin,"Purchased for tinctures and e juice. High quality glycerin, tastes fine. Used to make super strong herbal tinctures and e juice. Works well with dual coil SMOK cartridges as an e juice.",4,,"[""performance""]","[""performance"",""quality""]","[""performance"",""quality""]","[""performance"",""quality""]","[""performance"",""quality""]",,,,"[""performance"",""quality""]",,"[""performance"",""quality""]",,,,"[""performance"",""quality""]",,,0,0,0,1,1,0,0
Listerine pump for mouthwash,"pump is broken , unusabe. pump is broken, unusable",1,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Yoga Mat Cleaner,"Pump does not work.  I should have checked all the reviews. The scent is nice, but the bottle is garbage.  You press down and it just stays down.  I'm going to have to put it in my own bottle.  I will not order from this brand again.  &lt;revised>  The vendor reached out to me and gave me a full refund.  Since this covers the cost of my own bottle, I would likely order from them again.",4,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Amazon Smart Plug,"Pug works well, hate the app. Plug works fine. Hate the app",3,,"[""performance""]","[""performance""]","[""performance""]","[""none""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Soft Tissues,"Puffs plus - what’s not to love?. Great value, consistent product. Happy with subscribe and save - so far as I can tell, these are the same as in big box stores and similar value for the money.",5,,"[""value""]","[""value""]","[""value""]","[""value""]",,,,,,"[""value""]","[""value""]",,,,"[""value""]","[""value""]",,0,0,1,0,0,0,0
Soft Tissues,Puff tissue. Great quality<br /><br />Grade: A,5,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Back Cushion,"Promotes good posture. I purchased this because I recently started taking online classes again and I will be spending more time in my desk chair. Poor body mechanics can cause back pain, breakdown of joints etc. This cushion was just what I needed to help me obtain good posture and prevent a sore booty.",5,,"[""performance""]","[""performance""]","[""performance""]","[""design"",""performance""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Coffee Filter,"Product won’t fit.. Product does NOT fit in my K-Compact Keurig coffee maker.  I don't know if they have changed the lid on the filter or the mouth on the coffee maker where it fits, but there no way it will fit.  There are ridges on the lid that do NOT line up with the indentations on the coffee maker.  I purchased both products in June 2018.",1,,"[""design"",""quality""]","[""quality""]","[""quality""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Listerine pump for mouthwash,Product Reviews. Product received is NOT the item picked.,1,,"[""non-review""]","[""non-review""]","[""none""]","[""non-review""]",,,"[""non-review""]",,"[""non-review""]",,"[""non-review""]",,,,"[""non-review""]",,,0,0,0,0,0,0,1
Dishwasher Magnet,Product received is different vs the pictures in the advertisement.. Product received was different vs what was shown in the add. Beware the company’s name is on the black slide.,1,,"[""non-review""]","[""none""]","[""design""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Eyebrow Tint,"Product has changed and not “dark” brown. Something is different - the dark brown is not as dark brown. I would describe it as light brown or brown, not dark at all. The new product does not result in the same depth of color or longevity. I’m very disappointed and contacting them to find out what has changed and why.",2,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Smart Scale,Product eventually won't turn on!. worked great for 2 years.  now it won't turn on!,2,,"[""quality""]","[""quality""]","[""quality""]","[""performance""]",,,,"[""quality""]","[""quality""]",,"[""quality""]",,,,"[""quality""]",,,0,0,0,0,1,0,0
Coffee Filter,"Product does work, I think the packet is too .... Product does work, I think the packet is too dense which does not allow water flow to the machine. I removed it altogether and opted to use pre filtered water  prior to filling.",1,,"[""design"",""performance""]","[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Coffee Maker,"produces fantastic coffee. Zero complaints. AeroPress is amazingly handy and very convenient to use, both at home and on camping trips...packs down small, lightweight, produces fantastic coffee.  Zero complaints, 100% happy customer.",5,,"[""design"",""performance""]","[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
