product_name,review_text,tags
Cotton Rounds,"Not for me. This is the first time I have ever been disappointed in cotton pads. Cheaply made, fall apart while trying to use them to apply serums and such. I will not be purchasing again.","[""quality""]"
Makeup Brush Holder ,Not for me. Takes too long to dry.,"[""performance""]"
Coffee Filter,NOT FOR KEURIG 2.0. The description didn't state that this cup won't fit a Keurig 2.0. Was easy to return for an account credit.,[“none”]
Coffee Filter,Not for Keureg 2.0 K550. I have a Keureg 2.0 K550. Doesn't work with the filters. I tried several times and it overflows or I got the pressure error. Probably giving to my father in law since his 1.0 can use the filters.,"[""performance""]"
Coffee Maker,Not for espresso!. I’ve purchased this under the promise of being able to make something similar to an espresso while on the go.... WRONG!<br />I watched many videos and tested so many diffident ways to make it yet I was never able to achieve the desired results. And to my surprise coffee ended up being more bitter than what it is with my actual real espresso at home.,"[""performance""]"
Coffee Filter,"Not for 2.0. My kids have one. Works great but, not in my new 2.0 machine. They do not tell you that until you read the directions",[“quality”]
Cleaner,Not fir us. Not the same product that it used to be. Thick pads and just so so...,"[""quality""]"
Hair Spray Bottle,"Not fine mist. The mist is not at all ultra fine, and it is not continuous either","[""performance""]"
Soft Tissues,Not enough kleenex  in small square box.. I really thought I was getting the long Kleenex box.<br />Not the small type box?.<br />I have  a large family and doesn't last as long as the long box!!!!.......,"[""quality""]"
Curling Brush / Iron,"Not effective, curls don't last. I have several hot brushes, but most are hot air.  I wanted to try this concept for quick style touchups.  It doesn't work nearly as well as the hot air brushes, doesn't get that hot, and the styling doesn't last for me--and my hair curls quite easily.  I just don't use it, but always go back to my old hot air brush.","[""performance""]"
Cleaner,"Not Durable & Doesn't Work. I brought this for my tub since it was ranked on a list as the #1 cleaner & it was a epic fail. In less than 2 minutes of using it, it ripped. You also DEFINITELY need some sort of product on this to clean anything. This was a complete waste of $","[""performance"",""quality""]"
Hair Spray Bottle,Not bad. Not bad at all. Arrived and was packed well. It holds a decent amount of water. Only issue i have is i wish a portion of the bottle was see thru so that you can gage how much water is left. But love the way this sprays. You can do a quick burst or a long mist. Definitely recommend.,"[""design"",""performance""]"
Soft Tissues,"Not as soft as I'd hoped... Good, not great.","[""quality""]"
Echo Dot,"Not as good as the previous versions. The sound is too bassy, despite accessing the equalizer. Makes it hard to understand Alexa.","[""performance""]"
Amazon Echo Show,"Not as good as the others. I have every Alexa device possible—- this one does not “hear” well. I even propped the speaker and mic up in case the design blocked it. Nothing. Not as good as the other devices... in fact, the other devices hear my commands from the other room<br />bEFORE this one.","[""performance""]"
Coffee Filter,Not as good as the original one. The original one lasted over 6 years and this one cracked after 3 months.,"[""quality""]"
Exfoliating Cloth,"Not as good as I hoped. Years ago I got a similar product from qvc. It was thinner, but with the same texture -- just not as rough. I mistakenly thought this was the same thing. If you have sensitive skin, this is not a good idea.","[""quality""]"
Cleaner,Nope. Tore apart really easily and shredded really quickly. Seemed really cheaply made. Didnt seem like the same product I've bought in stores.,"[""quality""]"
Cotton Rounds,Nope. Too thin.. Thin. Not absorbent.,"[""quality""]"
Yoga Mat Cleaner,NOPE. Sorry but NOT the best cleaner. Leaves mat with a film that I can’t get rid of without running a hose on my mat or putting it in the shower. Does not work as advertised. Seems to be a little t of false advertising these days on Amazon.,"[""performance""]"
Smart Scale,Noope. The scale is inconsistant and does not correctly measure weight. It has also weighed me as a &#34;guest&#34; on several occassions.,"[""performance""]"
Peppermint Oil,No. It wasn't helpful at all. I bought it to use on the ends of my hair. Saw no improvement. The company isn't the issue it is just the oil.,[“performance”]
Cleaner,No. Did nothing extra for me.  Granted I had my doubts but thought I would give it a try on stubborn stains - no help to me.,"[""performance""]"
Soft Tissues,No tissues in the box. Had couple of boxes without tissues inside! Find something else.,"[""quality""]"
Anti-slip wax for glasses,"No slip. Definitely keeps my glasses from slipping, now if I can just remember to use it daily.","[""performance""]"
Cleaner,"No magic. There is nothing magic about these, they are worthless","[""none""]"
Wet Wipes,"No longer worth it. I have to agree with the other recent reviews. The smaller, flimsier version just isn't worth it anymore. They fall apart just trying to pull one out of the package, much less actually using them. The smaller size also means you have to use more. I will not be buying any more and I cannot recommend it to anyone.","[""quality""]"
Castor Oil,"No improvements. I've been using this product on my eyebrows 3-4 times a week for just over a month and there has not been any new growth.  I was hopeful after reading all the reviews, but there hasn't been any change.  If anything, I've noticed a few more gaps, almost less hair than before.  I will continue using it in case that it might take longer for the growth","[""performance""]"
Hairspray,No hold spray. Does not provide a good hold will not order again,"[""performance""]"
Amazon Fire Tablet,NO GOOGLE PLAY STORE APPS ALLOWED. This has too much bloatware and IT DOES NOT IMPORT apps from Google Play Store.,"[""performance""]"
Stain Remover,"No funcionado . Cómo es presentado. Detergente no quita ningún tipo de mancha en ropa de bebé, solo le deja el olor fuerte ropa , decepcionada del resultado .","[""performance""]"
Amazon Fire TV Stick,No Disney+. I've tried everything and I can't even get Disney+ to load!,"[""performance""]"
Wet Wipes,No dislike. Great box of wipes,"[""none""]"
Amazon Fire TV Stick,No cable love fire stick. I don't have cable on my daughter's tv so i connected the fire stick to her tv and she loves it she can watch whatever she wants to. It works perfectly on her tv.,"[""performance""]"
Coffee Scoop,Nice. Works wonderful<br />Makes filling k cup so easy,"[""performance""]"
Crown / Tiara,Nice. Love it,"[""none""]"
Amazon Fire Tablet,Nice. I like my tablet. Alexa doesn't work well hands free.,"[""performance""]"
Yoga Mat Cleaner,"Nice smell. Nice smell,  works well","[""performance""]"
Amazon Smart Plug,"Nice product.. It works. No frills, just does the job. I wish the rest if the line of alexa goods worked well.","[""performance""]"
Soap Sheets,nice product. nice product,"[""none""]"
Stain Remover,"Nice product, goes quick.. Only taking one star because it didn’t last as long as I hoped. Worked great on existing stains from dog and other household spills.","[""performance""]"
Foot Scrubber / Massager,"Nice idea, poor implementation. I actually bought this as a gag gift and it worked fine for that, but it doesn't stick down to the shower floor very well, and to use the pumice portion of it, it would have to be tightly secured. They should have included better suction cups.","[“design”,”performance”]"
Hair Brush,"Nice handle, but the boar bristles are sharp at the tips.. This brush looks good, and the wooden handle is very nice, but I found the boar bristles to be too sharp for comfort.","[""design"",""quality""]"
Necklace,NICE FOR THE PRICE. For the price is attractive enough. My disappointment is with color of stone. Not the vibrant blue shown in picture.,"[""value""]"
Amazon Fire Tablet,Nice Fire Tablet has many apps. It's an excellent tablet. My only issue is that I can't download YouTube TV on it.,"[""performance""]"
Coffee Filter,Nice filters. Purchased for my Cuisinart dcc-1200 coffee maker that I have had for three years. Necessary if you want clean water for your java.,"[""performance""]"
